name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost,listing_type,listed_city,high_performer
BOX8- Desi Meals,1,0,4.2,564,Electronic City,"Takeaway, Delivery","Butter Chicken, Dal Makhani, Brownie Chocolate, Sandwiches, Salad, Paratha, Rajma","North Indian, Mughlai, Fast Food",500.0,Delivery,Electronic City,1
Swad 'E' Punjab,1,0,3.6,216,Electronic City,Casual Dining,"Paneer Tikka, Butter Chicken, Paneer Kofta, Butter Naan, Panneer Butter Masala, Sweet Lassi, Masala Kulcha","North Indian, Chinese, Mughlai",500.0,Delivery,Electronic City,0
Popular Burger,1,0,4.1,150,Electronic City,Quick Bites,"Burgers, Chicken Burger, Chips, Veg Burger","Fast Food, Burger",200.0,Delivery,Electronic City,0
Moriz Restaurant,1,0,3.1,1365,Electronic City,Casual Dining,"Shawarma, Bbq Chicken, Biryani, Butter Chicken, Paneer Lababdar, Chicken Grill, Chicken Lazeez","Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",700.0,Delivery,Electronic City,0
Desi Dhaba,1,0,3.8,303,Electronic City,Quick Bites,,"Chinese, North Indian",300.0,Delivery,Electronic City,0
Amaravathi Mess,1,0,3.6,108,Electronic City,Quick Bites,,"Andhra, Biryani",400.0,Delivery,Electronic City,0
Burger King,1,0,3.8,560,Electronic City,Quick Bites,"Burgers, Chocolate Shake, Chicken Fries, Veg Whopper, Chicken Whopper, Veg Burger, Grilled Chicken Burger","Burger, Fast Food, Beverages",600.0,Delivery,Electronic City,0
Godavari Delights,1,0,3.5,146,Electronic City,Casual Dining,,"Andhra, Biryani",700.0,Delivery,Electronic City,0
Dine Garden Family Restaurant,1,1,3.5,60,Electronic City,Quick Bites,,"Biryani, South Indian, North Indian, Chinese",400.0,Delivery,Electronic City,0
Onesta,1,1,4.5,860,Electronic City,"Casual Dining, Cafe","Pasta, Ravioli, Potato Wedges, Jalapeno Cheeseballs, Chicken Pizza, Lasagne, Veggie Pizza","Pizza, Cafe, Italian",600.0,Delivery,Electronic City,1
Insomniac's Delight,1,0,4.0,231,Electronic City,Delivery,"Poha, Burgers, Maggi, Sandwiches, Cheese Burger, Aloo Sandwich","Fast Food, North Indian",300.0,Delivery,Electronic City,1
Maa Reddy's Hyderabadi Biryani House,1,0,3.7,945,Electronic City,Quick Bites,"Hyderabadi Biryani, Chicken Biryani, Vegetable Biryani","Biryani, Andhra, North Indian",500.0,Delivery,Electronic City,0
Lassi Corner,1,0,3.5,154,Electronic City,Beverage Shop,,"Beverages, Desserts",300.0,Delivery,Electronic City,0
Paradise,1,0,4.0,2043,Electronic City,Casual Dining,"Mutton Biryani, Chicken Biryani, Mutton Seekh Kebab, Gajar Ka Halwa, Hyderabadi Biryani, Kebab Platter, Panneer Butter Masala","Biryani, North Indian, Kebab",800.0,Delivery,Electronic City,1
Biryani Darbar,1,0,3.6,539,Electronic City,Casual Dining,Paneer Biryani,"Biryani, Mughlai, North Indian",800.0,Delivery,Electronic City,0
Sri Pillaiyar Bhavan,1,0,4.0,117,Electronic City,Quick Bites,Egg Dosa,Chettinad,300.0,Delivery,Electronic City,0
Parathe Wali Gali,1,0,3.6,332,Electronic City,Quick Bites,"Paratha, Samosa, Paneer Parantha, Salad, Sweet Lassi, Dal Makhani, Raita","North Indian, Chinese",250.0,Delivery,Electronic City,0
Faasos,1,0,4.0,138,Hosur Road,Delivery,"Veggie Wrap, Chicken Wrap, Jumbo Chicken, Rolls, Chole","North Indian, Biryani, Fast Food",500.0,Delivery,Electronic City,0
Cafe Happytizing,1,0,4.1,351,Electronic City,Cafe,"Peri Peri Fries, Nachos, Pasta, Paratha, Peri Peri Chicken Pizza, Burgers, Noodles","Cafe, Sandwich, Pizza, North Indian, Mexican",700.0,Delivery,Electronic City,1
King,1,0,3.7,570,Electronic City,Quick Bites,Matar Paneer,"North Indian, Chinese",300.0,Delivery,Electronic City,0
Behrouz Biryani,1,0,4.1,349,Electronic City,Delivery,"Gulab Jamun, Chicken Biryani, Raita, Buttermilk, Haleem, Gosht Dum Biryani",Biryani,650.0,Delivery,Electronic City,1
Subway,1,0,3.9,145,Electronic City,Quick Bites,,"Salad, Fast Food",600.0,Delivery,Electronic City,0
New Udupi Palace,1,0,3.8,70,Electronic City,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",350.0,Delivery,Electronic City,0
Hyderabadi Spice,1,0,4.0,593,Electronic City,Quick Bites,"Chicken Biryani, Hyderabadi Biryani","Hyderabadi, Andhra, Chinese, Biryani",400.0,Delivery,Electronic City,1
KFC,1,0,3.9,682,Electronic City,Quick Bites,"Burgers, Fries, Potato Krisper, Chicken Bucket, Chicken Popcorn, Hot Wings, Rice Bowl","Burger, Fast Food",450.0,Delivery,Electronic City,0
Pallavi Restaurant,1,1,3.8,490,Electronic City,Casual Dining,Biryani,"Biryani, Chinese, Andhra",500.0,Delivery,Electronic City,0
Foodies Family Restaurant,1,0,3.4,6,Electronic City,Quick Bites,,"North Indian, Chinese",300.0,Delivery,Electronic City,0
Kolkata Kitchen,1,0,3.2,231,Electronic City,Quick Bites,"Fish Thali, Chicken Curry, Chicken Biryani, Aalo Bhaja","North Indian, Fast Food, Biryani",400.0,Delivery,Electronic City,0
4Foodiez,1,0,3.7,82,Electronic City,Quick Bites,,"South Indian, North Indian, Chinese",300.0,Delivery,Electronic City,0
Salted Chilli,1,1,3.7,50,Electronic City,Casual Dining,,"Biryani, North Indian, Chinese",600.0,Delivery,Electronic City,0
Curries & Pickles,1,0,3.4,35,Electronic City,Quick Bites,,"Andhra, Biryani, Chinese",400.0,Delivery,Electronic City,0
Thalassery Restaurant,1,0,3.8,571,Electronic City,Casual Dining,"Thalassery Biryani, Chicken Tikka, Coffee, Tea, Tandoori Chicken, Ghee Rice, Appam","Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600.0,Delivery,Electronic City,0
MDP Coffee House,1,0,3.8,62,Electronic City,Quick Bites,"Vada, Filter Coffee",South Indian,200.0,Delivery,Electronic City,0
Hot Attack,1,0,3.6,88,Electronic City,Quick Bites,"Chicken Grill, Shawarma, Coconut Juice","North Indian, Chinese, Biryani",400.0,Delivery,Electronic City,0
China Garden,1,0,3.6,25,Electronic City,Quick Bites,,"Chinese, North Indian",300.0,Delivery,Electronic City,0
Kaaram,1,0,3.4,52,Electronic City,Food Court,Kaaram Biryani,"Andhra, Biryani",500.0,Delivery,Electronic City,0
Hyderabad Magic,1,0,3.8,237,Electronic City,Quick Bites,"Chicken Biryani, Wings","Hyderabadi, Chinese, Biryani, Arabian",400.0,Delivery,Electronic City,0
Sri Manjunatha Foods,1,0,3.6,14,Electronic City,Quick Bites,,"South Indian, North Indian, Chinese",250.0,Delivery,Electronic City,0
Hyderabadi Biryaani Hub,1,0,2.7,17,Electronic City,"Takeaway, Delivery",,"Biryani, Fast Food",300.0,Delivery,Electronic City,0
Ruposhi Bangla,1,0,4.0,159,Electronic City,Quick Bites,"Fish, Egg Tadka, Kachori, Luchi","Bengali, Chinese, North Indian, Seafood",400.0,Delivery,Electronic City,0
Foodies Express,1,0,3.7,130,Electronic City,Quick Bites,"Naan, Shawarma, Chicken Grill, Noodles","Chinese, North Indian, Arabian, Biryani",400.0,Delivery,Electronic City,0
Pizza Hut,1,0,3.2,120,Electronic City,Quick Bites,Pizza,"Pizza, Fast Food",750.0,Delivery,Electronic City,0
Pizza Republic,1,0,3.8,270,Electronic City,Quick Bites,"Pasta, Potato Wedges, Ice Tea, Thin Crust Pizza, Supreme Pizza, Farm Pizza","Pizza, Fast Food",500.0,Delivery,Electronic City,0
Nainital North Indian Restaurant,1,0,3.5,73,Electronic City,Quick Bites,"Chole Bhature, Veg Thali",North Indian,400.0,Delivery,Electronic City,0
Pure Punjabi,1,0,3.4,275,Electronic City,Quick Bites,Noodles,"Chinese, North Indian, Fast Food",450.0,Delivery,Electronic City,0
7 Days Restaurant,1,0,3.8,478,Electronic City,Quick Bites,"Egg Noodles, Lamb Chops, Hyderabadi Chicken Dum Biryani, Gajar Ka Halwa, Al Faham Chicken, Fried Rice","North Indian, Chinese, Arabian",400.0,Delivery,Electronic City,0
Eat N Meet,1,0,2.7,158,Electronic City,Quick Bites,,"Kerala, South Indian, North Indian, Chinese, Beverages",500.0,Delivery,Electronic City,0
Lakshmi Rayalaseema Ruchilu,1,0,3.0,81,Electronic City,Casual Dining,,"Biryani, South Indian, Chinese",600.0,Delivery,Electronic City,0
Goli Vada Pav No. 1,1,0,2.9,78,Electronic City,Quick Bites,Masala Vada Pav,Street Food,150.0,Delivery,Electronic City,0
Frozen Bottle,1,0,4.1,209,Electronic City,"Beverage Shop, Dessert Parlor","Chips, Ferrero Rocher, Vanilla Ice Cream","Beverages, Desserts",400.0,Delivery,Electronic City,1
Vijayawada Heights,1,0,2.9,24,Electronic City,Casual Dining,,North Indian,600.0,Delivery,Electronic City,0
Chai Point,1,0,3.9,25,Electronic City,"Beverage Shop, Quick Bites",,"Tea, Beverages, Fast Food",250.0,Delivery,Electronic City,0
Lassi Mania,1,0,3.6,39,Electronic City,Beverage Shop,,"Beverages, Juices",200.0,Delivery,Electronic City,0
Doof,1,0,4.0,371,Electronic City,Delivery,"Pasta, Burgers, Wings, Fries","Fast Food, Beverages",450.0,Delivery,Electronic City,1
Pimento,1,0,3.7,95,Electronic City,Quick Bites,"Chicken Grill, Cheese Balls, Vegetable Noodles","Chinese, Fast Food, Italian",400.0,Delivery,Electronic City,0
Barbeque Delight,1,0,3.4,173,Electronic City,Casual Dining,"Chicken Grill, Chicken Shawarama, Tandoori Chicken, Chicken Biryani","Arabian, Kerala, Biryani, South Indian, Chinese, BBQ",650.0,Delivery,Electronic City,0
The Rasoiya Street,1,1,4.2,1134,Electronic City,Casual Dining,"Buttermilk, Pasta, Achari Mushroom, Paneer Tikka, Nachos, Noodles, Baked Nacho","North Indian, Continental, Mediterranean, Chinese",800.0,Delivery,Electronic City,1
Ruchi Sagar,1,0,4.0,262,Electronic City,Quick Bites,"Badam Milk, Masala Dosa, Filter Coffee, Pav Bhaji, Noodles, Idli, Chole Bhature","South Indian, North Indian, Chinese, Juices",250.0,Delivery,Electronic City,1
New Andhra House,1,0,3.7,522,Electronic City,Casual Dining,"Hyderabadi Style Biryani, Pot Biryani, Andhra Style Biryani, Buttermilk, Guntur Chicken Biryani, Chicken Vepudu, Vegetable Biryani","Andhra, Biryani, Chinese, North Indian",450.0,Delivery,Electronic City,0
Andhra Food Cafe (AFC),1,0,3.3,46,Electronic City,Quick Bites,,"Andhra, North Indian, South Indian",250.0,Delivery,Electronic City,0
Firangi Bake,1,0,4.1,93,Electronic City,Delivery,"Lasagne, Garlic Bread, Steak","Mexican, Italian",600.0,Delivery,Electronic City,0
India Garden,1,0,3.3,211,Electronic City,Casual Dining,"Tandoori Chicken, Burgers","North Indian, Chinese, Fast Food, Beverages",550.0,Delivery,Electronic City,0
Royal Bengal Corner,1,0,3.8,307,Electronic City,Quick Bites,"Rolls, Paratha, Panneer Butter Masala","Chinese, Fast Food, North Indian, Rolls",250.0,Delivery,Electronic City,0
Tikka Kebab,1,0,3.7,69,Electronic City,Quick Bites,,"Kebab, North Indian, Chinese",250.0,Delivery,Electronic City,0
The Pastry House,1,0,3.8,60,Electronic City,Bakery,,"Bakery, Desserts",400.0,Delivery,Electronic City,0
Sri Krishna Sagar,1,0,3.5,9,Electronic City,Takeaway,,"South Indian, North Indian",300.0,Delivery,Electronic City,0
Laddoos,1,0,4.0,407,Electronic City,"Quick Bites, Sweet Shop","Panipuri, Chaat, Gol Gappe, Thali, Rasgulla, Dhokla, Raj Kachori","North Indian, Street Food, Mithai",250.0,Delivery,Electronic City,1
Andhra Kitchen,1,0,3.9,45,Electronic City,Quick Bites,,Andhra,400.0,Delivery,Electronic City,0
Food Ras,1,1,4.3,1386,Electronic City,Casual Dining,"Chicken Majestic, Lasagne, Hara Bhara Kabab, Lassi, Biryani, Paneer Tikka, Fish","North Indian, Chinese, Japanese, European, Seafood",900.0,Delivery,Electronic City,1
UBQ by Barbeque Nation,1,0,3.6,13,Electronic City,Delivery,,"North Indian, BBQ, Biryani, Kebab",450.0,Delivery,Electronic City,0
Ovenstory Pizza,1,0,4.0,55,Hosur Road,Delivery,"Pizza, Garlic Bread",Pizza,750.0,Delivery,Electronic City,0
Notebook Food Court,1,0,4.0,220,Electronic City,Quick Bites,,"Chinese, North Indian, Rolls",300.0,Delivery,Electronic City,1
11 to 11 Express Biriyanis,1,0,3.5,22,Electronic City,Quick Bites,,"Biryani, Kebab",300.0,Delivery,Electronic City,0
Magic Bowl,1,0,3.6,98,Electronic City,Casual Dining,Vegetable Biryani,"North Indian, Chinese, Arabian, Mughlai",700.0,Delivery,Electronic City,0
Maa Tara Hotel,1,0,3.8,50,Electronic City,Quick Bites,,"Chinese, North Indian",400.0,Delivery,Electronic City,0
NY Pizza & Waffles,1,0,3.1,273,Electronic City,Quick Bites,"Pizza, Waffles","Pizza, Desserts",400.0,Delivery,Electronic City,0
Sweet Truth,1,0,3.9,81,Electronic City,Delivery,"Cheesecake, Chocolate Decadence, Chocolate Fantasy, Pancakes, Gulab Jamun, Chocolava Cake","Bakery, Desserts",500.0,Delivery,Electronic City,0
Just Fresh Point,1,0,4.0,162,Electronic City,Quick Bites,"Sandwiches, Chaat, Rasmalai, Pizza, Ginger Tea, Sandwich, Paratha","Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza",300.0,Delivery,Electronic City,0
Khana Khazana,1,0,3.6,15,Electronic City,Quick Bites,,North Indian,300.0,Delivery,Electronic City,0
This Cafe Has No Name Cafe,1,0,3.2,79,Electronic City,Cafe,"Sandwiches, Rolls, Coffee, Burgers, French Fries","Cafe, Beverages",500.0,Delivery,Electronic City,0
MAD Belgian Waffles,1,0,3.8,12,Electronic City,Dessert Parlor,,Desserts,250.0,Delivery,Electronic City,0
Pan's Aroma,1,0,2.9,244,Electronic City,Quick Bites,,"Bengali, Biryani, North Indian, Chinese, Fast Food",400.0,Delivery,Electronic City,0
Bawarchi Restaurant,1,0,2.7,53,Electronic City,"Takeaway, Delivery",,"North Indian, Chinese, Biryani, Rolls",400.0,Delivery,Electronic City,0
Ande Ka Funda,1,0,3.4,16,Electronic City,Quick Bites,,"North Indian, Fast Food, Rolls",200.0,Delivery,Electronic City,0
Samosa Singh,1,0,4.0,426,Electronic City,Quick Bites,"Samosa Chat, Tea, Aloo Samosa, Chai, Ginger Paneer, Burger Samosa, Chicken Kebab","Street Food, Beverages",150.0,Delivery,Electronic City,1
Biriyani Zone,1,0,3.9,678,Electronic City,Casual Dining,"Mutton Biryani, Tandoori Chicken, Butter Naan, Fish, Butter Chicken, Chicken Boneless Biryani, Vegetable Biryani","Biryani, North Indian, Chinese, Seafood",800.0,Delivery,Electronic City,0
Volga Restaurant,1,0,3.7,294,Electronic City,Casual Dining,"Kerala Parotta, Tandoori Chicken","North Indian, Chinese, Middle Eastern",500.0,Delivery,Electronic City,0
The Elaichi Restaurant,1,0,3.6,399,Electronic City,Casual Dining,"Momos, Butter Chicken, Fish, Rolls, Laccha Paratha, Salad, Tandoori Chicken","North Indian, Asian, Continental, Bengali, Momos",700.0,Delivery,Electronic City,0
Fishing Boat - Hotel Goyal Residency,1,1,3.9,418,Electronic City,Casual Dining,"Sea Food, Prawn Biryani, Neer Dosa, Crab Sukha, Chicken Biryani, Fish, Murgh Ghee Roast","Seafood, North Indian, Chinese, Biryani",800.0,Delivery,Electronic City,0
Nandanam Restaurant,1,0,3.8,50,Electronic City,"Takeaway, Delivery",,"North Indian, South Indian",400.0,Delivery,Electronic City,0
Bangalore Agarwal Bhavan,1,0,3.6,20,Electronic City,"Quick Bites, Sweet Shop",,"North Indian, Street Food, Mithai, Chinese",500.0,Delivery,Electronic City,0
Chai Cafe,1,0,3.6,10,Electronic City,Quick Bites,,"Fast Food, Rolls",300.0,Delivery,Electronic City,0
Sila Restaurant,1,0,3.8,514,Electronic City,Casual Dining,"Mocktails, Dal Makhani, Masala Papad, Kulcha, Panneer Butter Masala, Chilli Paneer, Chicken Biryani","Chinese, Seafood, North Indian, Biryani, Desserts",750.0,Delivery,Electronic City,0
VMS Star Biriyani,1,0,3.2,9,Electronic City,Casual Dining,,"Biryani, North Indian",500.0,Delivery,Electronic City,0
Parampara - The Veg Kitchen,1,0,3.7,255,Electronic City,Quick Bites,"Lassi, Vada Pav, Chole Bhature, Thali","North Indian, Chinese, Street Food",350.0,Delivery,Electronic City,0
Kettle On,1,0,3.7,110,Electronic City,Quick Bites,"Tea, Masala Poha, Chicken Roll, Pasta","Fast Food, Sandwich, Beverages",400.0,Delivery,Electronic City,0
Baskin Robbins,1,0,3.8,108,Electronic City,Food Court,,"Ice Cream, Desserts",250.0,Delivery,Electronic City,0
Cafe Coffee Day,1,0,3.2,75,Electronic City,Cafe,"Coffee, Burgers, Cappuccino, Latte, Smoked Chicken Sandwich","Cafe, Fast Food",900.0,Delivery,Electronic City,0
Five Star Chicken,1,0,3.2,66,Electronic City,Quick Bites,,"Fast Food, Burger",200.0,Delivery,Electronic City,0
Just Shawarma,1,0,3.9,176,Electronic City,Kiosk,"Whole Meat Shawarma, Wheat Shawarma, Pita Bread, Malgoum Shawarma, French Fries",Arabian,300.0,Delivery,Electronic City,0
The Milkshake Theory,1,0,3.6,10,Electronic City,Beverage Shop,,"Beverages, Fast Food",400.0,Delivery,Electronic City,0
Sunny's,1,0,3.0,13,Electronic City,Quick Bites,,"Sandwich, Fast Food, Salad, Bakery, Juices",300.0,Delivery,Electronic City,0
Cafe Palnad,1,0,4.0,92,Electronic City,Quick Bites,"Pizza Dosa, Chicken Kheema Dosa, Keema Dosa, Masala Dosa","South Indian, Fast Food",400.0,Delivery,Electronic City,0
Andhra Spicy Food Court,1,0,3.2,22,Electronic City,Quick Bites,,"Andhra, Biryani",400.0,Delivery,Electronic City,0
Esfahan Restaurant,1,0,3.5,148,Electronic City,Casual Dining,"Rolls, Mutton Biryani, Tawa Mutton, Chicken Roll, Laccha Paratha, Tawa Chicken","North Indian, Lucknowi, Mughlai, Biryani",700.0,Delivery,Electronic City,0
Kathi Junction,1,0,2.8,44,Electronic City,Quick Bites,,"Rolls, North Indian, Mughlai",400.0,Delivery,Electronic City,0
Melange - Hotel Ekaa,1,1,3.2,426,Electronic City,Casual Dining,"Anjal Masala Fry, Pasta, Veg Platter, Biryani, Jeera Rice, Murgh Ghee Roast, Sea Food","North Indian, Chinese, Continental, Mangalorean",900.0,Delivery,Electronic City,0
Satkar Restaurant,1,0,3.6,75,Electronic City,Quick Bites,Dal Fry,"North Indian, Chinese, Biryani, Seafood",350.0,Delivery,Electronic City,0
Yeruva Biriyani,1,0,3.5,40,Electronic City,Delivery,,"Biryani, Chinese",400.0,Delivery,Electronic City,0
Kolkata Famous Kathi Rolls,1,0,3.5,14,Electronic City,Quick Bites,,"Fast Food, Rolls",200.0,Delivery,Electronic City,0
Ambur Biriyani Classic,1,0,3.3,136,Electronic City,Casual Dining,,"Biryani, South Indian, North Indian",700.0,Delivery,Electronic City,0
Marley's Bistro,1,0,3.9,93,Electronic City,Casual Dining,"Burgers, Pancakes, Tea, Pasta, Coffee, Omelette, Crepe","Continental, European, Salad, Beverages, Italian, Burger",400.0,Delivery,Electronic City,0
Hyderabad Darbar,1,0,3.7,100,Electronic City,Casual Dining,Paneer Biryani,"Andhra, South Indian",700.0,Delivery,Electronic City,0
Hotel Sakti Saravana,1,0,3.8,67,Electronic City,Quick Bites,,"Tamil, South Indian",350.0,Delivery,Electronic City,0
Z Cafe,1,0,3.6,19,Electronic City,Quick Bites,,"Chinese, Fast Food, Beverages",300.0,Delivery,Electronic City,0
Swathi Restaurant - The Vintage Inn,1,0,3.8,36,Electronic City,Casual Dining,,"Andhra, North Indian",900.0,Delivery,Electronic City,0
Paratha House,1,0,3.6,33,Electronic City,Quick Bites,,"North Indian, Chinese",350.0,Delivery,Electronic City,0
The Mirchi,1,0,3.3,22,Electronic City,"Takeaway, Delivery",,"Chinese, North Indian, Bengali",400.0,Delivery,Electronic City,0
Prem's Biriyani,1,0,3.3,7,Electronic City,Quick Bites,,"Biryani, Fast Food",300.0,Delivery,Electronic City,0
Mast Punjabi Spice,1,0,2.9,34,Electronic City,"Takeaway, Delivery",,North Indian,400.0,Delivery,Electronic City,0
Thanima Garden Restaurant,1,0,3.6,163,Electronic City,Casual Dining,"Kadala Curry, Kerala Parotta, Tea, Paratha, Sea Food, Appam, Biryani","North Indian, Chinese, Kerala",500.0,Delivery,Electronic City,0
Bhukkads,1,0,3.2,63,Electronic City,Casual Dining,Chicken Biryani,"Chinese, North Eastern",400.0,Delivery,Electronic City,0
Karaikudi Restaurant,1,0,3.7,214,Electronic City,Quick Bites,"Paratha, Chicken Curry, Biryani",South Indian,300.0,Delivery,Electronic City,0
Mamaji's,1,0,3.6,453,Electronic City,Casual Dining,"Masala Chaach, Vegetable Biryani, Paratha, Thali, Buttermilk, Sweet Lassi, Paneer Parantha",North Indian,600.0,Delivery,Electronic City,0
Bangaliana,1,0,3.0,61,Electronic City,Casual Dining,"Luchi, Fish Fry",Bengali,600.0,Delivery,Electronic City,0
Tuba Rolls & Snacks,1,0,3.0,58,Electronic City,Quick Bites,,"Chinese, Fast Food, North Indian, Rolls",200.0,Delivery,Electronic City,0
Wangs Kitchen,1,0,2.5,55,Electronic City,"Takeaway, Delivery",,Chinese,1000.0,Delivery,Electronic City,0
New Food Magic,1,0,3.2,153,Electronic City,Casual Dining,"Roti, Rolls, Paratha, Chicken Roll","Andhra, Chinese, North Indian, South Indian",450.0,Delivery,Electronic City,0
Akshara,1,0,3.8,42,Electronic City,Casual Dining,,"North Indian, South Indian, Chinese",700.0,Delivery,Electronic City,0
Kittu's,1,1,4.2,800,Electronic City,Casual Dining,"Murgh Lababdar, Butter Chicken, Paneer Lababdar, Dal Makhani, Afghan Chicken, Chicken Achari Tikka, Lassi",North Indian,750.0,Delivery,Electronic City,1
EC Dine Restaurant,1,0,3.4,23,Electronic City,Casual Dining,,"South Indian, North Indian, Kerala",500.0,Delivery,Electronic City,0
Udupi Food Junction,1,0,3.5,9,Electronic City,Quick Bites,,"South Indian, North Indian",250.0,Delivery,Electronic City,0
She Brews,1,0,3.8,159,Electronic City,Cafe,"Coffee, Sandwich, Peri Peri Fries, Peri Peri Sizzler, White Sauce Pasta","Cafe, Continental, Thai, Chinese",400.0,Delivery,Electronic City,0
Maa Biryani Hyderabadi,1,0,2.6,59,Electronic City,Delivery,,Biryani,450.0,Delivery,Electronic City,0
